temp,dew,humidity,precip,cloudcover,solarradiation,solarenergy,uvindex
28.8,23.5,74.1,0.2,78.5,220.2,19.1,7
29.3,23.5,72.1,0,65.5,257.8,22.3,10
29.3,22,66.7,0,68.9,300.4,25.8,10
29.4,23.2,71.2,2,72.5,295.7,25.6,10
29,23.7,74.4,1.1,70.7,223.3,19.7,8
28.2,23.9,78.5,1,67.1,138.1,11.9,5
29.7,24,72.9,0,70.3,202.8,17.5,7
29.6,23.7,72.2,1.9,78.9,123,10.6,4
29.4,22.7,68.6,0.1,76.7,217.8,18.9,8
28.7,22.8,71.6,1.3,79.1,178,15.2,7
29.3,23.9,73.8,0.3,76.9,184.5,15.9,7
28.6,24.5,79.2,3.6,88.1,103.1,8.8,3
27.8,23.8,79.5,4.1,87.7,88.3,7.6,3
28.3,23.3,75.9,1.5,73.6,149.5,12.9,5
29.1,22.6,70.3,0,65.6,264.2,22.8,9
29.2,23.3,72.1,0,85,139.6,12,5
29.5,24.3,75,1.7,77.4,189.9,16.5,7
28.2,24.5,80.7,1.6,85.8,84.2,7.2,3
28,24.3,81.2,6.1,84.3,89.2,7.6,3
27.2,24,82.9,15,83.3,116.9,10,4
27.9,23.8,79.2,2.4,77.2,116.8,10.1,4
27.7,22.5,73.8,0.1,90.6,96.9,8.4,4
29.3,23.3,71.3,0,63.7,245.5,21.2,9
29.9,24,71.8,0.4,42.2,232.4,20.1,8
29.8,24.6,74.7,1.6,61.6,197.9,17.1,7
29.5,24.4,75,0.4,68.6,250.5,21.6,9
29,24.5,77.7,0,71.5,187,16.1,6
28.5,24.1,77.7,0.4,70.1,209,18.3,7
28.5,23.7,76.3,4.7,43.6,245.4,21.2,8
27.3,23.9,82.1,12,83.6,215.9,18.8,8
25.8,24.2,91.1,119,86.5,137,11.9,5
25.5,24.4,93.8,60,92.7,82.4,7,3
26.2,24.4,89.8,14,91.7,125.4,10.8,5
26.9,24.7,88.1,0.1,85.8,99.6,8.5,3
27.2,25,88.1,36,86.5,119.9,10.3,4
27.6,24.6,84.3,3,77.5,112.9,9.8,4
27.7,24.4,82.3,1.6,79.8,137.4,11.8,6
27.9,24.1,80.5,0.9,69.9,144.3,12.5,6
28.3,24,78.3,0,63,210.3,18,7
27.6,23.6,79.5,0,45.6,253.1,21.8,9
27.3,23.3,79.4,0.6,65.2,222.4,19.2,8
26.6,24.6,89,6.7,76.3,83.1,7.2,3
26.8,24.5,87.6,27.3,72.1,116.5,10.1,4
26.8,24.2,86,9,68.5,201.4,17.4,7
27,23.7,82.4,9,62,224.5,19.4,8
26.5,22.7,80.4,0.5,67.5,243.2,21,8
26.6,22.4,78.5,0,64.7,253.3,22,9
26.4,22.3,79,0,74.8,243.2,21,8
26.5,20.5,71,0,58.5,238.9,20.6,8
26.1,21.1,74.7,0,33.6,223.4,19.3,8
26.2,22.5,80.6,0,36.9,221.2,19.2,8
26.2,22.3,79.9,0,67.5,224.7,19.4,8
25.9,21.1,76,0,72.1,235.5,20.2,8
25.2,20.8,77.5,0,67.6,215.4,18.5,8
25.1,20.7,77.2,0,55.9,232.1,19.9,8
24.9,20.7,78.2,0.1,63.4,198.9,17.2,8
25.2,22.9,87.3,28,77.1,168.5,14.6,7
24.7,23.6,93.5,84,86.7,101.6,8.9,4
25.7,23.7,89.1,0.7,74.1,155.9,13.5,6
26,22.8,82.5,0,39.2,222.9,19.2,8
26.3,23.3,83.9,0.6,71.4,186,16.1,7
27,23.1,80.7,0.1,72.2,222.4,19.1,8
26.9,23.2,80.7,0.1,77,209.4,17.9,8
26.5,23.6,84.2,1,73,192,16.4,7
26.6,23.9,85.4,2,62.6,153.8,13.3,6
26.6,23.4,83.2,1.5,54.2,186.9,16.2,7
26.6,22.6,79.5,0,63.3,228.6,19.8,8
25.8,22.1,80.7,0,60.5,215.2,18.6,8
24.5,20.2,77.5,0,83.3,178.8,15.3,6
25.1,21.3,80.2,0.5,49.4,215.4,18.6,8
25.7,23,85.1,0.6,55.2,197.7,17,8
